X,Y,宽度,高度,旋转角度,面积,类别
121.5821533,299.3093567,191.7027588,76.57118225,-87.85240936,14678.90688,0
184.8208618,60.89673233,118.2802429,42.37680054,-75.29169464,5012.338262,0
160.318924,496.6550598,257.4816284,55.92930984,-22.14517784,14400.76978,0
127.3412094,260.1190491,189.9186707,52.73210907,-1.321975708,10014.81206,1
147.519928,255.4783325,98.83091736,45.4605484,-2.38594389,4492.907702,0
157.5,262.5,185,65,0,12025,1
297.8416443,133.3091431,128.2657623,56.79551315,-17.87869644,7284.919791,0
107,126.5,174,83,0,14442,0
284.9399414,70.09884644,143.3101654,69.43335724,-20.07152557,9950.505911,0
92.9228363,307.909668,213.1685028,75.20053101,-67.06790161,16030.3846,0
215.5979462,288.0470276,197.6597595,73.19841766,-72.7108078,14468.38163,0
59,389.5,118,47,0,5546,0
276.9000244,367.7999878,174.2415009,42.69074631,-71.56505585,7438.499709,0
43,559.5,86,35,0,3010,0
247,530.5,224,97,0,21728,0
191.4864502,335.7970581,116.8497849,53.48655319,-8.392925262,6249.892233,0
122.7104492,248.8016815,149.8626556,41.97917175,-80.86982727,6291.11016,1
181,514,356,130,0,46280,0
258,531.5,202,89,0,17978,0
71.36394501,403.5386963,98.9591217,47.2971077,-42.43622589,4680.480237,0
71,135.5,102,49,0,4998,0
309.5112305,29.31701279,101.1982651,37.27713776,-86.49646759,3772.381668,0
305.3015747,395.0960693,107.1277542,47.85199356,-86.94712067,5126.276605,0
306.3505249,316.2692261,100.6879807,32.28606033,-11.56013107,3250.818218,0
92.45281219,120.8045044,101.3509216,40.91012573,-58.57043839,4146.278947,0
159.7956238,38.48313522,196.9844055,63.83652496,-59.57421494,12574.79992,0
85.69290161,538.7994995,157.0997467,62.62615967,-85.91438293,9838.553821,0
270.3274841,477.593811,181.8191071,63.5170784,-4.57392168,11548.61848,0
294.3646851,407.002594,131.7567902,34.48143387,-85.3645401,4543.163047,0
320.3000183,435.9000549,92.97096252,43.639431,-18.43494797,4057.199904,0
77.99998474,555.999939,155.9999695,45.99999237,0,7175.997406,0
215.9644775,231.4375153,172.1756439,70.72421265,-80.96051788,12176.98685,1
186.5266113,234.0749359,260.2209167,68.45409393,-17.50924492,17813.18708,1
123.5,182,213,56,0,11928,0
287,455,188,80,0,15040,0
257.7518616,399.5368652,204.4915466,93.23197937,-88.79394531,19065.15166,0
238.9999695,315.4999695,93.99998474,32.99999237,0,3101.998779,0
163.9259949,274.8842773,166.5411987,56.65638733,-88.90878296,9435.622662,1
18,159.5,89,36,-90,3204,0
155.4687958,273.3669434,192.3409271,56.91524506,-82.64761353,10947.131,1
116.9138031,492.9654846,128.3154907,44.19549179,-68.19859314,5670.966217,0
179.5,70.5,359,141,0,50619,0
185.3499756,270.9500122,228.3164215,80.00561523,-71.56504822,18266.59577,1
297.5,547.499939,88.99998474,42.99999237,0,3826.998665,0
137.5,460.5,193,83,0,16019,0
280.4542542,345.2451782,136.1441193,58.07525635,-3.468229532,7906.604626,0
243.4999695,155.4999847,126.9999847,52.99999237,0,6730.998222,0
50.46237946,139.5641632,103.1709671,35.9202652,-86.18592072,3705.928499,0
284,387,126,36,0,4536,0
164.5912018,246.3077698,233.8410645,65.70326996,-77.52489471,15364.12259,1
132.7654724,168.5849304,155.9618378,59.98532104,-68.89516449,9355.420909,0
179.8755341,144.4621582,361.2804565,134.5094757,-1.268334031,48595.64479,0
208.3558044,146.5524292,306.5225525,69.43367767,-4.028263569,21282.98811,0
291.9579468,381.6708374,183.1464081,54.31772614,-39.28940964,9948.096437,0
129.9569092,254.1086426,144.7272644,54.51396942,-8.945383072,7889.657666,0
160.7767944,491.3526306,329.3770752,67.5476532,-83.13000488,22248.64845,0
230.948288,450.879303,114.9454193,39.92449951,-68.19858551,4589.138337,0
63.30659485,368.9481201,145.5957489,35.93757629,-60.94539642,5232.358334,0
169.8672485,198.743103,126.957016,58.54585648,-3.366460562,7432.807237,0
21,181.5,89,42,-90,3738,0
190.5,264,235,64,0,15040,1
167.8716125,274.5856018,160.9099426,51.94730377,-83.5812149,8358.83767,1
324,420.5,70,33,0,2310,0
114.6644592,413.4014893,297.1833496,137.4864502,-19.83864784,40858.68379,0
79.65405273,172.1243286,175.8633423,48.08303833,-72.8972702,8456.043828,1
159.0441132,63.07352829,129.8471527,24.5428791,-4.398705959,3186.822971,0
227,19.5,104,39,0,4056,0
78,550.5,156,57,0,8892,0
168,250.5,118,41,0,4838,0
165.3614044,215.0826569,150.1075439,67.04267883,-20.8067894,10063.61186,1
84,15,164,30,-90,4920,0
249,528.5,220,101,0,22220,0
80.5,539.5,87,35,-90,3045,0
185.0569153,508.9560242,248.0721283,57.17307281,-82.69424438,14183.04585,0
171.5,395,93,42,0,3906,0
182.9414063,288.841095,248.0495605,88.65302277,-88.99491119,21990.34334,1
161,119.5,264,117,0,30888,0
107.0644684,76.48116302,156.9907074,51.61622238,-75.3236084,8103.267265,0
206.9064331,412.7585449,192.310318,88.98117065,-15.32151031,17111.99722,0
181.5652771,314.4010315,171.2321625,33.4340744,-4.144624233,5724.98886,0
252,48.5,214,97,-90,20758,0
99.44172668,185.7047119,106.8170319,51.63103104,-83.57124329,5515.073487,0
193.9999695,237,107.9999847,39.99999237,0,4319.998566,0
291.6416016,567.4994507,135.6584015,25.77146721,-2.027322531,3496.116046,0
111,552,222,54,0,11988,0
153,358.5,306,87,-90,26622,0
45,285,90,42,0,3780,0
323.9999695,498.5,160.9999695,69.99998474,0,11269.99541,0
183.5,258.5,97,47,-90,4559,0
173.4999695,515.5,178.9999695,36.99999237,0,6622.997505,0
180.9789886,389.3793945,366.4483948,121.8745117,-5.321021557,44660.71918,0
54.25409317,524.7950439,165.0395508,77.20623779,-50.1944313,12742.0828,0
18.99999619,312.5,122.9999847,37.99999237,0,4673.998482,0
133.9402924,267.1609497,203.5537567,76.64969635,-80.96051788,15602.33364,1
185,535.5,90,37,-90,3330,0
205.1257935,240.9163818,207.7544708,67.36711884,-3.280881166,13995.82012,1
188.8168335,498.7611694,372.0341797,112.0860443,-73.39302063,41699.83955,0
108.7633209,381.686615,261.5262451,86.57118988,-68.50635529,22640.63822,0
177.3866577,186.931366,153.9847565,46.69974136,-13.79948425,7191.048301,0
217,269,154,70,0,10780,0
223.3620605,59.15517426,133.5149536,45.49535751,-21.80140686,6074.310548,0
149.8769226,34.08852386,148.3056488,50.57861328,-13.34872723,7501.094058,0
244.304245,411.5077209,231.8905487,89.85594177,-28.81079483,20836.74364,0
200.0028076,256.65448,247.0765076,63.21886826,-13.57043362,15619.89718,1
103,16.5,94,33,-90,3102,0
288.4638062,525.0264893,151.7072601,65.26602173,-81.13536835,9901.329336,0
84.88075256,475.9835815,170.2736359,42.6279335,-0.682060421,7258.413227,0
252.5776062,417.3189697,91.65190887,35.84666443,-66.80140686,3285.415222,0
297.1430664,343.0753479,106.5579147,41.65798187,-3.179830074,4438.98768,0
63.16960144,499.2920837,197.3468628,73.9588089,-60.7247467,14595.53891,0
164.4262695,271.97229,160.4737549,47.60721588,-83.41805267,7639.708692,1
117.1984024,128.331543,238.5900726,103.7128754,-3.215483665,24744.86247,0
129.6486511,238.1081085,165.0565796,59.18363953,-80.53767395,9768.649108,1
142.9635925,172.4425049,215.836731,52.1231308,-84.76252747,11250.08616,0
31.63487625,308.5757141,107.3323746,43.57540894,-44.29268265,4677.052114,0
157.8547516,259.4901428,209.1222534,65.44844055,-83.73651123,13686.72537,1
74.94655609,520.9086914,152.207489,37.9931488,-86.63354492,5782.841779,0
190.5515747,247.5114899,175.8909149,56.57115555,-1.468800783,9950.352307,1
174.5053558,166.1094971,345.5647278,147.0690308,-2.792702198,50821.86958,0
183.7988739,141.1382141,363.829895,145.1053162,-5.440331936,52793.65195,0
82.54615784,41.86923218,104.0651398,42.79198456,-7.125016689,4453.153854,0
64.40531921,51.65433884,143.6008759,65.31544495,-71.27420807,9379.355101,0
171.707489,472.4497375,288.6298523,75.0246582,-9.280045509,21654.35602,0
144.0798187,496.8373108,328.2513733,113.9943237,-30.17352295,37418.79331,0
232.0133362,273.1638794,187.9234772,65.18378448,-11.76828861,12249.56344,1
113.5,383.5,161,49,0,7889,0
219,26.5,142,53,-90,7526,0
148.7979126,407.604187,306.7349243,83.34649658,-18.07610512,25565.28132,0
127.4999847,56.99999237,254.9999695,113.9999847,0,29069.99263,0
308,86,102,34,0,3468,0
75.07376099,120.1885376,187.4114227,76.55639648,-66.37062073,14347.54318,0
243.2307434,379.3461304,352.7892761,132.29599,-33.69006729,46672.60654,0
221.1243439,209.864624,280.0224609,93.0442276,-53.07835007,26054.47359,1
185.5,270.5,193,53,0,10229,1
164.4785767,527.0941772,154.6249542,65.02490997,-58.73626709,10054.47373,0
296.5,415,125,46,0,5750,0
66.59549713,373.7528076,149.4566193,61.6115036,-77.00537872,9208.247036,0
77.5,401.5,113,55,0,6215,0
157.6839752,251.3761749,189.7551422,86.99463654,-81.36920166,16507.67963,1
201.5198059,128.8122406,320.3792419,110.8150635,-87.07927704,35502.84603,0
155.5,344.5,127,47,0,5969,0
242.763855,243.1623993,190.7781982,54.09727859,-8.801709175,10320.58134,0
143.5,57.5,101,49,0,4949,0
177.3482056,495.1564941,362.5747375,164.9387054,-2.842137575,59802.60784,0
155.8395233,144.0028076,313.2109985,156.2579651,-89.0809021,48941.71327,0
302.276947,535.0153809,124.2828064,47.38125992,-60.25511551,5888.675953,0
195.1609192,425.1608582,345.2142029,170.8712158,-7.891702175,58987.17056,0
67.5,216.0000153,106.5817947,38.56334686,-81.11934662,4110.15072,0
175.5,383.5,111,37,0,4107,0
202,113.5,138,49,0,6762,0
134.7437592,518.097229,125.4186172,61.67759323,-20.77225304,7735.518458,0
175.4159241,294.1753235,153.0686035,50.73544693,-60.56151199,7766.00401,0
134.5047302,149.431366,121.2636719,33.12820816,-86.0548172,4017.248164,0
112.2992325,71.03200531,173.5028687,80.14320374,-86.33221436,13905.07575,0
177.5,534.5,193,89,0,17177,0
195.1729279,310.9088745,323.7290344,155.8162994,-74.42745972,50442.26016,1
298.8945313,191.2892456,113.7440109,51.97979355,-45.51616669,5912.390205,0
133.8529358,128.5882416,121.2677994,40.01837158,-75.96376038,4852.939856,0
184.8532867,249.296814,163.3568878,71.94602203,-70.82099915,11752.87825,1
265,165.5,188,79,0,14852,0
307.3138428,497.2466431,187.8365021,76.18865204,-28.84806061,14311.0099,0
173.5,180.5,111,35,0,3885,0
190.3786621,269.5139465,204.7845917,82.8613739,-84.45153046,16968.73262,1
227.8634949,162.2881317,138.2632904,59.63575745,-12.93805599,8245.43605,0
45,550,90,38,0,3420,0
167.5,401.5,141,49,0,6909,0
314.5487061,392.0441895,113.3569565,46.81122589,-31.08750725,5306.378096,0
159.3033447,266.866272,161.3262024,56.08588409,-6.863692284,9048.122689,0
165.5,521.5,97,39,-90,3783,0
87.22793579,439.7080994,137.0101929,54.75419617,-42.97863388,7501.882977,0
169.0072327,182.5846558,169.9028015,43.46242905,-4.873896599,7384.388456,1
177.1260071,251.4067688,243.0153046,63.97147751,-84.1340332,15546.04809,1
241.9581299,54.8664093,237.9103851,60.99906158,-3.782645226,14512.31023,0
176.5039978,259.526123,178.2475891,49.83476639,-8.680418015,8882.926963,1
311.5,561,95,36,0,3420,0
197.2791138,530.5189209,194.1502533,73.85907745,-83.5812149,14339.7586,0
292.0046997,136.6575928,148.6997528,37.29405212,-17.6501255,5545.616332,0
180.3218384,176.2167358,368.1063232,141.1689148,-81.15818787,51965.17018,0
179.5,504.5,359,149,0,53491,0
269.098877,376.1524048,122.9175415,52.96117783,-1.363927484,6509.857774,0
88.09148407,358.8231812,184.4585419,56.24552155,-82.30395508,10374.96689,0
315.5036926,315.6546631,87.80844879,33.84754562,-1.363927484,2972.100477,0
113.0705261,278.2406006,234.1501465,105.7645721,-78.15792084,24764.79006,0
255.9999695,253.5,205.9999695,72.99998474,0,15037.99463,0
202.5,466,105,30,0,3150,0
163.8904724,522.807373,379.0532227,150.7294006,-74.62374878,57134.46506,0
210.3467102,207.2359009,108.8288345,35.38967896,-84.73760986,3851.417515,0
297.3029785,479.7228699,154.0310516,67.39837646,-68.31771088,10381.44281,0
191.3323364,459.4209595,209.6069794,90.44913483,-49.84399796,18958.76994,0
167.1890259,258.6809082,178.1775208,70.14233398,-70.48412323,12497.78717,1
238.0538635,215.0692444,107.7861862,35.10182953,-82.87498474,3783.492334,0
290.4817505,109.731842,124.9285355,48.3840332,-8.297145844,6044.546408,0
114.4302826,242.0990601,82.20092773,35.03927231,-9.86580658,2880.260691,0
170.5,62,341,124,-90,42284,0
134.7209625,280.8062439,167.8269348,54.48651505,-87.46644592,9144.304809,0
141.5,219.5,113,51,0,5763,0
251.5,517.5,93,39,0,3627,0
239.6280212,360.2040405,130.3180542,29.78442955,-10.30484581,3881.448904,0
164.1384583,274.1077271,220.7818146,53.33493042,-7.125016689,11775.38272,1
170.4999847,229.5,138.9999695,62.99999237,0,8756.997017,1
153.7466736,219.8790283,316.1554871,101.8495026,-23.78866768,32200.27909,1
318.083374,507.6864014,95.67776489,39.61150742,-24.10223579,3789.940494,0
212.8018799,264.4433899,219.0900726,60.57600403,-74.05460358,13271.60112,1
245.5,55.5,89,35,0,3115,0
185.9941711,263.3213196,173.8918152,57.68495941,-1.86262095,10030.9423,1
290,344,98,34,0,3332,0
143.368103,252.0328979,193.1328583,52.34498215,-80.25635529,10109.53602,1
52.38396835,390.8690186,263.9968567,80.02507019,-17.57665062,21126.36699,0
308.6322632,536.9952393,158.6971741,59.92048264,-41.02750397,9509.211263,0
65.50498199,442.9902649,155.519577,66.30553436,-18.01469421,10311.80866,0
180.9674835,497.2853699,392.7707825,184.0302124,-32.79088211,72281.69052,0
222.0588379,231.0311279,199.764267,90.33618164,-21.23060989,18045.94111,1
244.4864655,95.16776276,205.2192841,77.87458038,-43.8403244,15981.36563,0
218.8661804,208.0065308,201.8331909,89.40589905,-2.792702198,18045.07789,0
66.99998474,531.5,133.9999695,58.99999237,0,7905.997177,0
188.2903137,278.3433533,235.9467163,74.45142365,-79.14358521,17566.56893,1
151,187.5,140,67,0,9380,0
172.4056702,504.3301697,160.7610474,39.74489975,-10.61965466,6389.431711,0
40.64633942,489.5111694,105.8505096,43.7895813,-62.44719315,4635.149498,0
335.9743042,335.6120605,98.15641785,41.3962822,-56.52371597,4063.310773,0
195.1621552,270.5270386,164.563385,80.55550385,-80.53767395,13256.48639,0
151,67.5,86,29,0,2494,0
115.9187317,460.4197388,194.8071442,97.17225647,-42.24991608,18929.84977,0
33.52046204,247.0982513,89.33431244,41.37477875,-63.88608551,3696.187412,0
212.1553955,257.6365051,253.5415039,55.18279648,-15.45455647,13991.12921,1
82.5,187.5,159,51,0,8109,0
244.0236511,191.6643524,231.5080261,71.9585495,-30.16729355,16658.98176,0
136.0853882,280.7316895,171.2793274,64.82331085,-83.65981293,11102.89308,1
46.8500061,359.4499817,102.4577942,32.57146072,-71.56504822,3337.200019,0
234.0995789,198.5266876,126.4990845,41.97750473,-89.04515839,5310.115917,0
307.03302,65.27996063,81.24112701,38.02460861,-81.46923065,3089.162058,0
128.7160187,162.9271393,262.8707886,58.54093552,-20.52245903,15388.70188,0
110.5387878,471.5135193,251.8521271,69.7695694,-70.82099915,17571.61446,0
215.3948059,260.790741,197.7283173,60.88339233,-2.726310968,12038.37072,1
150.1468048,266.1559753,151.5512848,57.05661774,-80.13418579,8647.003724,1
304.1153564,256.4230347,107.8891907,51.86447144,-33.69006348,5595.615848,0
110.2400208,130.2127075,226.6269989,46.03066635,-76.69081879,10431.79177,0
257.5049133,76.69190979,124.5921631,41.86991501,-85.13549042,5216.663279,0
78.5,291.5,111,37,0,4107,0
43.62372208,79.80386353,104.6293106,51.35848618,-71.79151917,5373.603002,0
220,65.5,278,131,0,36418,0
195.8773804,412.1792908,93.04918671,38.65717316,-29.05460548,3597.018523,0
174.6022034,538.4641113,364.9171448,75.36740112,-80.30638123,27502.85683,0
147.8711243,393.335083,98.50385284,47.95960236,-68.96248627,4724.205613,0
64.84765625,318.9407959,178.8498077,70.66931915,-59.30027771,12639.19414,0
172,263.5,216,45,0,9720,1
99.15129089,160.7878418,260.8571777,91.90367889,-62.34257507,23973.7343,0
273.1238403,488.8782043,230.0645752,98.23847198,-25.08359528,22601.19233,0
39.73529816,446.0587769,131.1964111,65.34095764,-30.96375656,8572.499143,0
302.5,556.5,91,45,0,4095,0
44.84316254,460.1889954,111.2710037,48.82669067,-68.74949646,5432.99488,0
134.5,26,269,52,-90,13988,0
163.9825745,502.4680176,402.6229553,135.0424347,-67.22962189,54371.18415,0
205.2049866,403.669342,311.369751,79.53479767,-74.14806366,24764.73014,0
96.6471405,164.8802643,143.1944275,39.33206177,-87.95458984,5632.132067,0
173,24,132,48,0,6336,0
194.9320374,282.8387451,277.8296204,55.96691513,-78.21947479,15549.26678,0
295.6930542,106.5693054,111.1456528,26.66699791,-84.28940582,2963.92089,0
303.7865601,58.12336349,103.1446686,43.87412643,-78.53046417,4525.38223,0
240.5309448,183.9586029,148.7746582,64.33711243,-3.856800795,9571.731911,0
285.6400452,389.5488586,143.8747864,62.06389236,-11.73857212,8929.429256,0
97.01654053,378.5323792,122.3221207,36.84060287,-72.0308609,4506.42067,0
179.9994049,247.0619049,172.4683685,49.28347778,-89.4543457,8499.841009,1
174.9923096,137.0615387,346.7072449,127.8289871,-4.184916019,44319.23594,0
323.190979,37.89423752,96.33501434,46.67388153,-49.30447006,4496.329047,0
195.0882568,178.6470795,178.5062103,46.80937195,-75.96376038,8355.763594,1
144.134613,93.82692719,133.9473267,36.4776001,-78.69007111,4886.077016,0
132.5069427,262.3791809,267.0188293,76.90537262,-80.99149323,20535.18257,1
113,83.5,88,33,0,2904,0
143.3054962,276.5401611,151.020874,55.36894989,-71.20011139,8361.867206,1
340,347.5,91,38,0,3458,0
170.5,263.5,151,59,0,8909,1
289.3756409,127.9274673,155.4082184,63.63171005,-59.74356461,9888.890692,0
192.3671265,263.912323,189.721756,79.2049408,-2.121096373,15026.90045,1
309.6473389,224.9009094,100.0216141,46.2897644,-46.00508881,4629.976951,0
260.2307739,535.6538696,202.3006439,64.24999237,-82.87498474,12997.81483,0
308.7294312,458.2176819,113.237709,52.17177963,-77.47119141,5907.812802,0
125.6845016,98.11261749,129.8161926,29.37651062,-2.290610075,3813.546761,0
218.567688,492.245697,253.8763428,103.7906876,-76.66488647,26350.00017,0
286.1399536,43.62705231,163.0291748,71.76939392,-43.47247314,11700.50507,0
87.8066864,58.99742508,183.294693,89.17038727,-21.03750992,16344.45876,0
177.4664917,264.0129089,176.3305054,48.03139496,-21.03750992,8469.400147,1
175.5,383.5,111,37,0,4107,0
202,113.5,138,49,0,6762,0
156.4009399,161.4533997,406.8821106,189.4853516,-54.89550781,77098.19977,1
47,541.5,94,37,-90,3478,0
163.7295837,209.6425629,148.8955688,60.78488922,-32.56044006,9050.600658,1
114,265,120,52,-90,6240,0
147.5,205,71,34,0,2414,0
299,13.49999809,119.9999847,26.99999619,0,3239.99913,0
208.6767883,498.8591614,269.8901062,99.52709198,-48.01278687,26861.37742,0
231,74.5,82,37,0,3034,0
141.4999695,114.9999847,282.999939,65.99998474,0,18677.99165,0
178.8240204,22.71940804,110.5347595,37.18763733,-67.45694733,4110.526549,0
236,334,246,50,0,12300,0
200.2147522,272.3080139,141.4276428,52.28031921,-1.193489432,7393.882312,0
44.80000305,554.1000366,108.4661255,50.91267014,-71.56504822,5522.300068,0
165.5443268,493.7885132,396.7230225,122.3721542,-63.74134064,48547.85089,0
259.5,391.5,189,75,0,14175,0
197.8667603,270.1203613,224.285553,77.56319427,-15.52411175,17396.30392,1
175.9596558,175.5164795,299.8665466,102.3388672,-3.793064594,30688.00269,0
184.441864,263.8320618,139.9313965,44.63739014,-10.7288599,6246.172337,1
278.2336121,153.2423859,169.5584412,36.12755585,-10.64921951,6125.732052,0
268,25,182,50,0,9100,0
137.1538391,514.269165,132.8506927,57.13411331,-56.30992889,7590.306533,0
283.0617065,337.6858521,95.32878876,39.53850937,-69.71744537,3769.158207,0
124.9921646,254.7014465,259.5863647,91.89742279,-70.6698761,23855.31791,1
121.7223358,182.4884338,142.1780853,43.74710464,-77.604599,6219.879577,0
20.5,116,106,41,0,4346,0
180.3195801,276.3781128,220.2470093,42.71446609,-82.19100952,9407.73341,1
103,168.5,100,43,0,4300,0
217,523.5,98,45,0,4410,0
18.5,499.5,93,37,-90,3441,0
334.0545654,271.661377,119.094574,51.15808868,-82.11685944,6092.650777,0
172.2514038,308.4980469,430.4402161,178.1965637,-54.01320267,76702.96739,1
214.3769379,28.28462029,109.4568405,47.01030731,-74.74488068,5145.59971,0
146.5,345.5,100.6780777,43.54396057,-33.69006729,4383.922246,0
126.5,542.5,151,73,0,11023,0
289.0819702,389.0983887,141.9600525,65.00466156,-84.80557251,9228.065167,0
173.5,358.5,81,29,0,2349,0
21,106.5,89,42,-90,3738,0
200.240387,275.7572632,186.9199829,49.80434036,-82.14668274,9309.426449,1
143.9008636,136.6155548,289.8052368,78.67381287,-79.11447144,22800.08297,0
167.6703186,277.0439148,130.0506897,59.69255066,-35.18070221,7763.057383,0
171.5,555.5,101,43,0,4343,0
68,551,100,42,0,4200,0
285.0135193,477.4189148,156.3434601,43.89453125,-80.53767395,6862.622894,0
136.612442,461.1302185,98.30770874,40.69231033,-67.38013458,4000.367792,0
36,239.5,155,72,0,11160,0
219.3302002,128.4820251,276.1554565,77.55683136,-9.904183388,21417.74217,0
291.5,566.5,125,25,0,3125,0
163.2472382,261.1862488,234.3717651,61.15126038,-79.08886719,14332.12883,1
147.5,201,149,44,0,6556,0
257.7443848,114.1122284,130.1374207,32.60926437,-87.13759613,4243.685555,0
75.99999237,416.5,99.99998474,36.99999237,0,3699.998672,0
188.7705841,259.7953186,187.8150177,69.49020386,-86.13454437,13051.30387,1
228.5000153,543.5,103.643219,51.17596054,-80.21759033,5304.041286,0
102,413.5,82,31,0,2542,0
174.0549622,445.928894,302.3787842,108.8376541,-52.30575943,32910.19752,0
190.8251648,275.5716248,202.2957306,100.2183533,-26.23193741,20273.74499,1
207.8345032,171.6774292,123.881279,49.46551514,-28.11320877,6127.851281,0
309.5,332.5,219,99,0,21681,0
62.93145752,251.7417603,128.1111755,52.17560577,-47.60256577,6684.27819,0
223.9107666,198.7615967,97.45968628,38.12349701,-81.46923065,3715.504058,0
173.6201477,480.1025085,383.9537354,102.3597794,-75.10287476,39301.41963,0
342,44.5,89,34,0,3026,0
187,251.5,116,33,0,3828,0
75.10511017,248.4518738,77.02319336,36.32324219,-88.02507019,2797.732106,0
226.9776611,145.7712555,279.2328186,69.86464691,-9.849015236,19508.50228,0
133.9841461,151.6208801,268.8558044,95.09716797,-0.658543169,25567.42559,0
52,564.5,104,29,0,3016,0
294.1258545,427.0205994,135.6420288,63.88559723,-75.29169464,8665.57202,0
308.6154785,358.1697388,108.5365372,42.54468918,-9.782406807,4617.653238,0
175.3551025,165.8862762,311.857666,116.0879288,-85.55485535,36202.91052,0
78.74488831,450.5767212,225.3259277,111.3479309,-60.7247467,25089.57583,0
132.3465424,272.4732361,280.5169373,89.31298065,-71.35045624,25053.80379,1
208.9319763,216.7167816,249.5696564,69.59194183,-82.13745117,17368.03701,0
277.9475708,459.3930359,166.3941193,76.65496063,-82.40535736,12754.93466,0
113.309761,311.8540039,205.1348877,59.02466202,-14.6208744,12108.01741,1
279.1624756,290.7192383,119.4198761,48.70999908,-68.91624451,5816.942055,0
280.9062805,190.7757874,123.0261841,35.96612167,-9.057888031,4424.774706,0
222.4282074,263.2695007,394.1478882,175.6918488,-52.48393631,69248.57116,1
70.37285614,353.2939453,148.6664886,65.23305511,-83.56526184,9697.969248,0
172.867218,293.5247803,208.392334,57.56448746,-89.24115753,11995.9979,1
193.4236145,166.9295044,341.749939,143.9343414,-84.70478821,49189.5524,0
255.1000061,558.6999512,118.3175507,38.99542236,-86.82016754,4613.842861,0
211.07547,221.7641907,293.2311707,135.4943695,-60.94539642,39731.17259,1
124.6629639,249.0654907,254.569519,91.73789978,-84.90429688,23353.67303,1
291.5,516.5,93,37,0,3441,0
81.74523926,472.3447571,193.5619507,77.83177948,-72.38183594,15065.27106,0
303.5,22.5,101,45,0,4545,0
121.5384674,554.3077393,257.6965942,63.93386078,-78.69007111,16475.53818,0
210,561.5,82,33,0,2706,0
123,103.5,246,69,0,16974,0
198.937851,260.8270264,109.9146042,44.99514008,-72.8972702,4945.623012,0
50.52584839,236.2937317,121.5035248,43.00690079,-50.02907562,5225.490036,0
129.9999847,165.4999847,87.99998474,30.99999619,0,2727.999191,0
253.3992157,243.7454376,156.6544647,69.80345917,-25.58851433,10935.02353,0
184.2938232,287.3979797,179.5977783,79.0905304,-8.365885735,14204.48355,1
135.6727753,218.3055115,213.092392,71.74036407,-0.43405062,15287.32578,0
320,189.5,161,78,0,12558,0
93.5,403.5,97,27,0,2619,0
222.7334747,273.7949829,274.8435059,72.90591431,-88.26429749,20037.71709,1
310.0107727,167.5796204,157.3439636,68.36924744,-52.69605255,10757.48838,0
96.51868439,469.4584351,157.9178314,45.07332611,-20.77225494,7117.881914,0
203,31.5,76,35,0,2660,0
21.52458763,98.27050018,97.6880722,45.53947449,-5.194428921,4448.663472,0
336,499.5,99,46,0,4554,0
129.9999847,288.9999695,179.9999695,63.99999237,0,11519.99667,1
125.9724274,499.6734619,255.4320221,100.6965714,-85.3645401,25721.12884,0
296.0689697,203.0479584,91.91133118,45.90950394,-71.14684296,4219.60362,0
234.5201111,414.5924988,287.4146118,142.8904114,-20.37643623,41068.79212,0
187.4642944,276.708374,186.118988,75.68242645,-2.583020687,14085.93662,1
77,36,154,72,-90,11088,0
288.5,377.5,141,55,0,7755,0
188.0272827,527.0380249,357.3745728,108.342392,-72.58203125,38718.81604,0
265.4205017,67.38358307,124.7362442,60.20291138,-34.33021927,7509.485055,0
115,293.5,230,109,0,25070,1
284,283.5,113,38,0,4294,0
99.5,21.5,133,39,0,5187,0
183.0440674,449.6950989,433.1846008,139.1007996,-22.32591057,60256.32433,0
187.0469513,237.0089569,292.4421692,142.7332001,-12.03911209,41741.20664,1
179.5,66,359,132,-90,47388,0
310.7459106,551.2950439,110.6259842,42.54405212,-66.37062073,4706.477638,0
147.5,367.5,77,35,0,2695,0
251.5,367.5,117,43,0,5031,0
101.1946487,463.6817322,335.6306458,124.4653473,-51.73601151,41774.38488,0
68.13999176,540.4799194,94.99999237,42,-53.13010025,3989.99968,0
177.7016296,287.9571228,162.0773926,40.15357971,-73.20162964,6507.987502,1
113.5974503,533.3728638,232.2192078,73.61943817,-10.80161858,17095.84761,0
65.42546082,411.7378235,139.774231,49.9352951,-9.16234684,6979.667471,0
217.335083,229.9730835,144.3554382,71.31132507,-12.18365765,10294.17758,1
284.3151245,491.3139648,210.130722,82.31660461,-60.7671814,17297.24756,0
164.0294495,249.3014221,164.8655853,51.81419373,-72.68835449,8542.377377,1
95.03485107,328.2214966,192.4148865,68.94343567,-88.05851746,13265.74335,0
233.2695465,372.3930054,117.8867798,33.43752289,-2.353296995,3941.841897,0
96.53030396,290.0646057,114.7682877,53.55268097,-2.516875744,6146.149494,0
125.5991516,118.3270798,226.3702393,86.08468628,-77.87290192,19487.01103,0
179.5,506.5,359,145,0,52055,0
148,171,136,58,0,7888,0
255.9881592,79.391922,132.3513184,39.98031616,-6.241915226,5291.447552,0
86,36,172,72,-90,12384,0
131.3171997,222.1884003,306.2869568,128.480896,-69.38417816,39352.02264,1
172.8842163,88.32834625,367.3254395,132.5068817,-79.32211304,48673.14856,0
17,335.5,75,34,-90,2550,0
287.2429199,379.6829834,128.0970001,28.21429062,-81.31365204,3614.165989,0
